"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Caixa)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Superordem","Ordem","Subordem","Superfamília","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00039","x","x","PBQ-32","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00039","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00040","x","x","PBQ-45","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso longo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00040","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00041","x","x","PBQ-38","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00041","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00042","x","x","PBQ-26","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","costela completa","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00042","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00043","x","x","x","x","x","Megatheriidae","Megatheriidae","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Megatherioidea","Megatheriidae","x","x","x","x","x","família","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","epífise proximal de femur","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00043","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00044","x","x","PBQ-46","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","metatarso de ungulado","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00044","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00045","x","x","PBQ-41","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fragmento","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00045","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00046","x","x","PBQ-40","x","x","Hystricomorpha","Hystricomorpha","x","Animalia","Chordata","Vertebrata","Mammalia","Euarchontoglires","Rodentia","Hystricomorpha","x","x","x","x","x","x","x","subordem","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","dente incisivo de roedor gigante; Caviomorpha","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00046","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00047","x","x","BQ-42","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","escápula","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00047","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00048","x","x","BQ-44","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fragmento de mandíbula","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00048","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00049","x","x","x","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","provavelmente osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00049","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00050","x","x","RF-03","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00050","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00051","x","x","RF-29","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00051","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00052","x","x","RF-14","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de crânio de mamífero","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00052","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00053","x","x","RF-31","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00053","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00054","x","x","RF-15","x","x","Alligatoridae","Alligatoridae","x","Animalia","Chordata","Vertebrata","Reptilia","Crocodylomorpha","Crocodylia","Eusuchia","Alligatoroidea","Alligatoridae","x","x","x","x","x","família","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","osteoderme","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00054","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00055","x","x","RF-43","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00055","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00056","x","x","RF-01","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de costela","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00056","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00057","x","x","RF-41","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00057","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00058","x","x","RF-18","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00058","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00059","x","x","RF-12","x","x","Toxodontidae","Toxodontidae","x","Animalia","Chordata","Vertebrata","Mammalia","Meridiungulata","Notoungulata","Toxodontia","Toxodontoidea","Toxodontidae","x","x","x","x","x","família","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","dente de toxodonte","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00059","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00060","x","x","RF-41","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00060","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00061","x","x","RF-02","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00061","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00062","x","x","RF-08","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","falange unguial","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00062","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00063","x","x","RF-23","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de costela","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00063","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00064","x","x","RF-11","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","falange","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00064","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00065","x","x","RF-42","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso longo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00065","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00066","x","x","RF-28","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00066","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00067","x","x","RF-35","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso longo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00067","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00068","x","x","RF-17","x","x","Alligatoridae","Alligatoridae","x","Animalia","Chordata","Vertebrata","Reptilia","Crocodylomorpha","Crocodylia","Eusuchia","Alligatoroidea","Alligatoridae","x","x","x","x","x","família","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso longo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00068","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00069","x","x","RF-26","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso longo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00069","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00070","x","x","RF-25","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de crânio","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00070","x"
