"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-10-20","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02466","organizar","individual","x","nenhum","nenhum","Lasiurus blossevillii (Lesson & Garnot, 1826)","Lasiurus blossevillii","(Lesson & Garnot, 1826)","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Vespertilioninae","Lasiurus","x","blossevillii","x","espécie","aceito","x","x","ICZN","x","URBIETA, G. L.","2017-10-26","x","URBIETA, G. L.","Eny142","x","26","02",2017,19:53:00,"2017-02-26/2017-09-13","26.II.2017","rede de neblina","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","Bacia do Paraná","Mato Grosso do Sul","Campo Grande","x","Área de Preservação Ambiental do Córrego Bandeira","20°29'31.0""S","54°34'45.0""W","-20.491944","-54.579167","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","antebraço (mm):39,15;peso (g): 10","adulto","reprodutivo","selvagem","x","nenhuma","em tombamento","x","x","x","Mestrado em Biologia Animal; Urbieta, G. L.","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02466","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02467","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02467","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02468","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02468","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02469","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02469","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02470","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02470","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02471","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02471","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02472","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02472","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02473","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02473","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02474","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02474","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02475","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02475","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02476","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02476","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02477","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02477","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02478","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02478","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02479","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02479","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02480","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02480","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02481","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02481","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02482","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02482","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02483","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02483","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02484","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02484","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02485","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02485","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02486","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02486","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02487","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02487","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02488","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02488","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02489","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02489","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02490","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02490","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02491","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02491","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02492","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02492","x"
"2017-10-30","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI02493","encontrado","x",18,"x","x","Nyctinomops laticaudatus (E. Geoffroy, 1805)","Nyctinomops laticaudatus","(E. Geoffroy, 1805)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Nyctinomops","x","laticaudatus","x","espécie","aceito","x","x","ICZN","x","SOUZA, L. O. I.","x","voucher","GONÇALVEZ, E. G.","x","x","11","06",2005,"x","x","11.VI.2005","x","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","nenhuma","empréstimo","GR28/2017","x","x","Bordignon","nenhuma","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI02493","x"
