"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Caixa)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial:shelfLocation","artificial:flaskLocation","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial:shippingGuide","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00077","organizar","organizar","x","ZUFMS-REP02382","animal inteiro","Cercosaura cf. schreibersii Wiegmann, 1834","Cercosaura schreibersii","Wiegmann, 1834","Animalia","Chordata","Reptilia","Squamata","x","Cercosaura","x","schreibersii","x","espécie","aceito","x","indeterminado","ICZN","cf.","FERREIRA, C. M. M.","2013-03-06","voucher","FERREIRA, C. M. M.","CCG050","x","06","03","2013","x","2013-03-06","06.III.2013","pitfall","cerradão","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Cerradinho UFMS","20°30'36.24""S","54°36'55.66""W","-20.510067","-54.615461","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00077","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00078","organizar","organizar","x","ZUFMS-REP02185","animal inteiro","Cercosaura cf. schreibersii Wiegmann, 1834","Cercosaura schreibersii","Wiegmann, 1834","Animalia","Chordata","Reptilia","Squamata","x","Cercosaura","x","schreibersii","x","espécie","aceito","x","indeterminado","ICZN","cf.","FERREIRA, C. M. M.","2012-12-12","voucher","FERREIRA, C. M. M.","CCG023","x","13","12","2012","x","2012-12-13","13.XII.2012","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Centro de Educação Ambiental Imbirussu","20°26'32.35""S","54°40'47.80""W","-20.442319","-54.679944","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00078","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00079","organizar","organizar","x","ZUFMS-REP02187","animal inteiro","Ameiva ameiva (Linnaeus, 1758)","Ameiva ameiva","(Linnaeus, 1758)","Animalia","Chordata","Reptilia","Squamata","x","Ameiva","x","ameiva","x","espécie","aceito","x","indeterminado","ICZN","x","SANTANA, D. J.","2012-01-23","voucher","FERREIRA, C. M. M.","CCG031","x","23","01","2012","x","2012-01-23","23.I.2012","pitfall","cerradão","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Cerradinho UFMS","20°30'38.31""S","54°36'55.88""W","-20.510642","-54.615522","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00079","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00080","organizar","organizar","x","ZUFMS-AMP04111","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF02","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°02'44.5""S","56°36'31.4""W","-21.045694","-56.608722",10,"WGS84","x",303,606,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00080","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00081","organizar","organizar","x","ZUFMS-AMP04112","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF03","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°03'36.8""S","56°36'11.6""W","-21.060222","-56.603222",10,"WGS84","x",440,589,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00081","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00082","organizar","organizar","x","ZUFMS-AMP04113","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF04","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°02'44.5""S","56°36'31.4""W","-21.045694","-56.608722",10,"WGS84","x",303,606,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00082","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00083","organizar","organizar","x","ZUFMS-AMP04114","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF05","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°02'44.5""S","56°36'31.4""W","-21.045694","-56.608722",10,"WGS84","x",303,606,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00083","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00084","organizar","organizar","x","ZUFMS-AMP04115","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF06","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°02'44.5""S","56°36'31.4""W","-21.045694","-56.608722",10,"WGS84","x",303,606,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00084","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00085","organizar","organizar","x","ZUFMS-AMP04116","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF07","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°02'44.5""S","56°36'31.4""W","-21.045694","-56.608722",10,"WGS84","x",303,606,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00085","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00086","organizar","organizar","x","ZUFMS-AMP04117","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF08","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°02'44.5""S","56°36'31.4""W","-21.045694","-56.608722",10,"WGS84","x",303,606,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00086","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00087","organizar","organizar","x","ZUFMS-AMP04118","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF09","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°02'44.5""S","56°36'31.4""W","-21.045694","-56.608722",10,"WGS84","x",303,606,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00087","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00088","organizar","organizar","x","ZUFMS-AMP04119","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF10","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°02'44.5""S","56°36'31.4""W","-21.045694","-56.608722",10,"WGS84","x",303,606,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00088","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00089","organizar","organizar","x","ZUFMS-AMP04120","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF11","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°03'36.8""S","56°36'11.6""W","-21.060222","-56.603222",10,"WGS84","x",440,589,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00089","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00090","organizar","organizar","x","ZUFMS-AMP04121","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF12","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°03'36.8""S","56°36'11.6""W","-21.060222","-56.603222",10,"WGS84","x",440,589,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00090","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00091","organizar","organizar","x","ZUFMS-AMP04122","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2015-11-27","voucher","SILVA, I.C.O","SF13","x","27","11","2015",19:00:00,"2015-11-27","27.XI.2015","busca ativa noturna","Cerrado","área de pastagem","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rodovia Bonito-Três Morros Km 0","21°03'36.8""S","56°36'11.6""W","-21.060222","-56.603222",10,"WGS84","x",440,589,"lagoa temporária",1,"1,3","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00091","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00092","organizar","organizar","x","ZUFMS-AMP04130","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF21","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00092","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00093","organizar","organizar","x","ZUFMS-AMP04131","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF22","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"irreconhecível","não informado","juvenil","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00093","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00094","organizar","organizar","x","ZUFMS-AMP04132","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF23","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"irreconhecível","não informado","juvenil","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00094","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00095","organizar","organizar","x","ZUFMS-AMP04133","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF24","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"irreconhecível","não informado","juvenil","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00095","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00096","organizar","organizar","x","ZUFMS-AMP04134","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF25","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00096","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00097","organizar","organizar","x","ZUFMS-AMP04135","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF26","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00097","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00098","organizar","organizar","x","ZUFMS-AMP04136","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF27","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00098","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00099","organizar","organizar","x","ZUFMS-AMP04137","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF28","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00099","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00100","organizar","organizar","x","ZUFMS-AMP04138","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF29","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00100","x"
