"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00627","organizar","GAV 070","CEUFMS10898","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00627","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00628","organizar","GAV 070","CEUFMS10899","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00628","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00629","organizar","GAV 070","CEUFMS10900","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00629","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00630","organizar","GAV 070","CEUFMS10901","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00630","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00631","organizar","GAV 070","CEUFMS10902","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00631","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00632","organizar","GAV 070","CEUFMS10904","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00632","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00633","organizar","GAV 070","CEUFMS10905","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00633","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00634","organizar","GAV 070","CEUFMS10906","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00634","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00635","organizar","GAV 070","CEUFMS10907","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00635","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00636","organizar","GAV 070","CEUFMS10908","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00636","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00637","organizar","GAV 070","CEUFMS10909","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00637","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00638","organizar","GAV 070","CEUFMS10910","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00638","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00639","organizar","GAV 070","CEUFMS10911","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00639","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00640","organizar","GAV 070","CEUFMS10912","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00640","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00641","organizar","GAV 070","CEUFMS10913","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00641","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00642","organizar","GAV 070","CEUFMS10915","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00642","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00643","organizar","GAV 070","CEUFMS10916","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00643","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00644","organizar","GAV 070","CEUFMS10917","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00644","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00645","organizar","GAV 070","CEUFMS10918","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00645","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00646","organizar","GAV 070","CEUFMS10919","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00646","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00647","organizar","GAV 070","CEUFMS10920","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00647","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00648","organizar","GAV 070","CEUFMS10921","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00648","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00649","organizar","GAV 070","CEUFMS10922","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00649","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00650","organizar","GAV 070","CEUFMS10923","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00650","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00651","organizar","GAV 070","CEUFMS10924","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00651","x"
