"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00294","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00294","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00295","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00295","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00296","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00296","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00297","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00297","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00298","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00298","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00299","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00299","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00300","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00300","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00301","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00301","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00302","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00302","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00303","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00303","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00304","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00304","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00305","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00305","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00306","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00306","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00307","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00307","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00308","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00308","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00309","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00309","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00310","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00310","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00311","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00311","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00312","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00312","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00313","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00313","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00314","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00314","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00315","organizar","CHEBI","nenhum","nenhum","nenhum","Cosmetidae Koch, 1839","Cosmetidae","Koch, 1839","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Cosmetidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MELLO, E.","2016-08","voucher","MELLO, E.","11","x","18","09","2015","x","2015-09-18","18.IX.2015","não informado","Pantanal","nenhuma","sp6.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'35.8""S","57°01'07.2""W","-19.576600","-57.018669","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00315","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00316","organizar","CHEBJ","nenhum","nenhum","nenhum","Discocyrtus sp. Holmberg, 1878","Discocyrtus","Holmberg, 1878","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Gonyleptidae","Pachylinae","Discocyrtus","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","MELLO, E.","2016-08","voucher","ESCARPINATI, S. C.","21","x","03","03","2013","x","2013-03-03","03.III.2013","não informado","caverna","nenhuma","sp2.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta Manoel Cardoso","20°34'09.0""S","56°53'26.0""W","-20.569167","-56.890556","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00316","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00317","organizar","CHEBJ","nenhum","nenhum","nenhum","Discocyrtus sp. Holmberg, 1878","Discocyrtus","Holmberg, 1878","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Gonyleptidae","Pachylinae","Discocyrtus","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","MELLO, E.","2016-08","voucher","ESCARPINATI, S. C.","21","x","03","03","2013","x","2013-03-03","03.III.2013","não informado","caverna","nenhuma","sp2.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta Manoel Cardoso","20°34'09.0""S","56°53'26.0""W","-20.569167","-56.890556","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00317","x"
"2020-02-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00318","organizar","CHEBJ","nenhum","nenhum","nenhum","Discocyrtus sp. Holmberg, 1878","Discocyrtus","Holmberg, 1878","Animalia","Arthropoda","Chelicerata","Arachnida","Opiliones","Laniatores","Gonyleptidae","Pachylinae","Discocyrtus","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","MELLO, E.","2016-08","voucher","ESCARPINATI, S. C.","21","x","03","03","2013","x","2013-03-03","03.III.2013","não informado","caverna","nenhuma","sp2.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta Manoel Cardoso","20°34'09.0""S","56°53'26.0""W","-20.569167","-56.890556","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00318","x"
