"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07215","nenhum","nenhum","Bruchinae Latreille, 1802","Bruchinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Bruchinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","31","10","2008","x","2008-10-31","31.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07216","nenhum","nenhum","Bruchinae Latreille, 1802","Bruchinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Bruchinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","31","10","2008","x","2008-10-31","31.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07217","nenhum","nenhum","Bruchinae Latreille, 1802","Bruchinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Bruchinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07218","nenhum","nenhum","Bruchinae Latreille, 1802","Bruchinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Bruchinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07219","nenhum","nenhum","Bruchinae Latreille, 1802","Bruchinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Bruchinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07220","nenhum","nenhum","Bruchinae Latreille, 1802","Bruchinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Bruchinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","27","11","2008","x","2008-11-27","27.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07221","nenhum","nenhum","Bruchinae Latreille, 1802","Bruchinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Bruchinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07222","nenhum","nenhum","Bruchinae Latreille, 1802","Bruchinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Bruchinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07223","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","06","11","2008","x","2008-11-06","06.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07224","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","06","11","2008","x","2008-11-06","06.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07225","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","06","11","2008","x","2008-11-06","06.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07226","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07227","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07228","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","06","11","2008","x","2008-11-06","06.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07229","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07230","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","27","11","2008","x","2008-11-27","27.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07231","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07232","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07233","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07234","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","31","10","2008","x","2008-10-31","31.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07235","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","31","10","2008","x","2008-10-31","31.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07236","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","31","10","2008","x","2008-10-31","31.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07237","nenhum","nenhum","Pimeliinae Latreille, 1802","Pimeliinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Pimeliinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07238","nenhum","nenhum","Pimeliinae Latreille, 1802","Pimeliinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Pimeliinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07239","nenhum","nenhum","Pimeliinae Latreille, 1802","Pimeliinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Pimeliinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07240","nenhum","nenhum","Pimeliinae Latreille, 1802","Pimeliinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Pimeliinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07241","nenhum","nenhum","Pimeliinae Latreille, 1802","Pimeliinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Pimeliinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","31","10","2008","x","2008-10-31","31.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07242","nenhum","nenhum","Pimeliinae Latreille, 1802","Pimeliinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Pimeliinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","31","10","2008","x","2008-10-31","31.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
