"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 964","x","00960","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-05","x","MARINI, A. C. et al.",948,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 965","x","00961","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1013,"x","24","10","1995",23:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 966","x","00962","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1009,"x","24","10","1995",00:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 967","x","00963","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-04","x","MARINI, A. C. et al.",937,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 968","x","00964","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1014,"x","24","10","1995",23:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 969","x","00965","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-05","x","MARINI, A. C. et al.",951,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 970","x","00966","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1997-03-12","x","MARINI, A. C. et al.",1452,"x","21","11","1995",06:00:00,"x","21.XI.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 971","x","00967","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-05","x","MARINI, A. C. et al.",949,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 972","x","00968","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-11-12","x","MARINI, A. C. et al.",1274,"x","25","10","1995",00:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 973","x","00969","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1010,"x","24","10","1995",00:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 974","x","00970","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1008,"x","24","10","1995",00:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 975","x","00971","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-20","x","MARINI, A. C. et al.",1049,"x","24","10","1995",01:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 976","x","00972","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-11-12","x","MARINI, A. C. et al.",1306,"x","25","10","1995",00:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 977","x","00973","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",993,"x","24","10","1995",22:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 978","x","00974","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-11-12","x","MARINI, A. C. et al.",1307,"x","25","10","1995",00:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 979","x","00975","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1012,"x","24","10","1995",23:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 980","x","00976","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1007,"x","24","10","1995",00:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 981","x","00977","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-05","x","MARINI, A. C. et al.",945,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 982","x","00978","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1004,"x","24","10","1995",00:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 983","x","00979","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-05","x","MARINI, A. C. et al.",947,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 984","x","00980","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-11-12","x","MARINI, A. C. et al.",1305,"x","25","10","1995",00:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 985","x","00981","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1011,"x","24","10","1995",23:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 986","x","00982","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",1000,"x","24","10","1995",21:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 987","x","00983","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-14","x","MARINI, A. C. et al.",997,"x","24","10","1995",21:00:00,"x","24.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 988","x","00984","amarelo","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-11-12","x","MARINI, A. C. et al.",1313,"x","25","10","1995",00:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 989","x","00985","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-11-12","x","MARINI, A. C. et al.",1304,"x","25","10","1995",00:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 990","x","00986","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-11-11","x","MARINI, A. C. et al.",1257,"x","23","10","1995",00:00:00,"x","23.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 991","x","00987","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-11-11","x","MARINI, A. C. et al.",1238,"x","23","10","1996",00:00:00,"x","23.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 992","x","00988","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-18","x","MARINI, A. C. & ROCHA, M. A.",444,"x","27","02","1993","x","x","27.II.1993","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","enviado ao Museu Nacional-RJ","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 993","x","00989","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",458,"x","24","07","1995","x","x","24.VII.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 994","x","00990","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",468,"x","24","06","1995","x","x","24.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 995","x","00991","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",462,"x","24","07","1995","x","x","24.VII.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
