"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 996","x","00992","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C. et al.",522,"x","23","09","1995","x","x","23.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 997","x","00993","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-18","x","MARINI, A. C. & LEONEL, W.",445,"x","26","06","1995","x","x","26.VI.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 998","x","00994","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",464,"x","24","07","1995","x","x","24.VII.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 999","x","00995","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",459,"x","24","07","1995","x","x","24.VII.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1000","x","00996","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",455,"x","24","07","1995","x","x","24.VII.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1001","x","00997","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C. et al.",523,"x","23","09","1995","x","x","23.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1002","x","00998","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",456,"x","24","07","1995","x","x","24.VII.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1003","x","00999","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",466,"x","24","07","1995","x","x","24.VII.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1004","x","01000","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1995-08-23","x","SILVA, J. O.",461,"x","24","07","1995","x","x","24.VII.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1005","x","01001","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C. et al.",519,"x","24","09","1995","x","x","24.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1006","x","01002","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C. et al.",525,"x","23","09","1995","x","x","23.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1007","x","01003","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C. et al.",527,"x","23","09","1995","x","x","23.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1008","x","01004","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C. et al.",524,"x","23","09","1995","x","x","23.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1009","x","01005","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C. et al.",520,"x","24","09","1995","x","x","24.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1010","x","01006","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C. et al.",521,"x","23","09","1995","x","x","23.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1011","x","01007","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-23","x","MARINI, A. C. et al.",529,"x","24","09","1995","x","x","24.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1012","x","01008","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-04","x","MARINI, A. C. et al.",934,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1013","x","01009","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-04-22","x","MARINI, A. C.",526,"x","23","09","1995","x","x","23.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1014","x","01010","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1996-06-04","x","MARINI, A. C.",936,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1015","x","01011","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1997-10-27","x","MARINI, A. C. et al.",2791,"x","20","01","1996",04:00:00,"x","20.I.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1016","x","01012","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1997-10-27","x","MARINI, A. C. et al.",2792,"x","20","01","1996",04:00:00,"x","20.I.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1017","x","01013","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1997-10-27","x","MARINI, A. C. et al.",2793,"x","20","01","1996",06:00:00,"x","20.I.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1018","x","01014","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1997-10-27","x","MARINI, A. C. et al.",2794,"x","21","11","1995",06:00:00,"x","21.XI.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1019","x","01015","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1997-10-27","x","MARINI, A. C. et al.",2797,"x","21","11","1995",06:00:00,"x","21.XI.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1020","x","01016","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1997-10-27","x","MARINI, A. C. et al.",2796,"x","21","11","1995",06:00:00,"x","21.XI.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 1021","x","01017","sem cor","nenhum","Noropsis hieroglyphica (Cramer,1779)","Noropsis hieroglyphica","(Cramer,1779)","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Noctuidae","x","x","Noropsis","x","hieroglyphica","x","espécie","verificar taxonomia","x","x","ICZN","x","MARINI, A. C.","1997-10-27","x","MARINI, A. C. et al.",2799,"x","21","11","1995",06:00:00,"x","21.XI.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
