"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Infraordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00231","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 04770","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopidae","x","x","x","x","x","x","x","família","aceito","x","cigarrinha","x","x","Oliveira, A. F.","2015-09-18","x","Godoi, M. N.","x","x","21","04","2012","x","x","21.IV.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00231","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00232","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 04745","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopidae","x","x","x","x","x","x","x","família","aceito","x","cigarrinha","x","x","Oliveira, A. F.","2015-09-18","x","Godoi, M. N.","x","x","20","04","2012","x","x","20.IV.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00232","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00233","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 05134","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","x","x","x","x","x","x","x","família","aceito","x","x","x","x","Oliveira, A. F.","2015-09-18","x","Godoi, M. N.","x","x","02","09","2011","x","x","02.IX.2011","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00233","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00234","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04963","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","x","x","x","x","x","x","x","família","aceito","x","maria-fedida","x","x","Oliveira, A. F.","2015-09-18","x","Godoi, M. N.","x","x","09","11","2011","x","x","09.XI.2011","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00234","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00239","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","biotrap","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00239","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00240","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00240","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00241","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00241","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00242","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00242","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00243","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00243","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00244","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00244","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00245","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00245","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00246","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00246","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00247","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00247","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00248","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00248","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00249","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00249","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00250","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00250","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00251","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00251","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00252","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00252","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00253","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00253","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00254","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00254","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00255","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00255","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00256","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00256","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00257","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00257","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00258","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00258","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00259","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00259","x"
