"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Infraordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09709","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Maier, J. E.","x","x","09","10","2007","x","x","09.X.2007","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Chácara Vida Nova ","20°34'4.81""S","54°40'18.20""W","-20.568003","-54.671722","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09704","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Maier, J. E.","x","x","15","09","2007","x","x","15.IX.2007","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Chácara Vida Nova ","20°34'4.81""S","54°40'18.20""W","-20.568003","-54.671722","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09710","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Maier, J. E.","x","x","25","09","2007","x","x","25.IX.2007","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Chácara Vida Nova ","20°34'4.81""S","54°40'18.20""W","-20.568003","-54.671722","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09705","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Maier, J. E.","x","x","28","08","2007","x","x","28.VIII.2007","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Chácara Vida Nova ","20°34'4.81""S","54°40'18.20""W","-20.568003","-54.671722","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09708","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Maier, J. E.","x","x","28","08","2007","x","x","28.VIII.2007","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Chácara Vida Nova ","20°34'4.81""S","54°40'18.20""W","-20.568003","-54.671722","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09697","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Souza, D. A. ","x","x","23","11","2010","x","x","23.XI.2010","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Jardim Itatiaia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x",6,4,"CEUFMS 00248","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","barata-d'água","x","x","Carlos, H. C. V. & Col.","x","x","Carlos, H. C. V.","x","x","13","08","2006","x","x","13.VIII.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Jardim Tropical","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","conferir localidade; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09690","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Albuquerque, L. B.","x","x","25","03","1984","x","x","25.III.1984","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Aquidauana ","x","Pantanal da Nhecolândia ","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","conferir localidade; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09691","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Albuquerque, L. B.","x","x","25","03","1984","x","x","25.III.1984","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Aquidauana ","x","Pantanal da Nhecolândia ","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x",6,4,"CEUFMS 00265","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","cigarra","x","x","x","x","x","Francisco, A. L. et al.","x","x","14","08","2006","x","x","14.VIII.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09684","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Nogueira, E. R.","x","x","05","09","1986","x","x","05.IX.1986","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09685","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Nogueira, E. R.","x","x","05","09","1986","x","x","05.IX.1986","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09686","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Nogueira, E. R.","x","x","05","09","1986","x","x","05.IX.1986","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09689","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Nogueira, E. R.","x","x","05","09","1986","x","x","05.IX.1986","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09773","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Vieira, E. A.","x","x","17","09","2001","x","x","17.IX.2001","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09680","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Ribeiro, M. R.","x","x","15","10","2007","x","x","15.X.2007","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x",6,7,"CEUFMS 09717","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Kamiya, R. Y.","x","x","06","11","2010","x","x","06.XI.2010","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09693","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Peres, F.","x","x","08","11","2010","x","x","08.XI.2010","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09716","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Becker, B. K.","x","x","11","10","2010","x","x","11.X.2010","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09777","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Becker, B. K.","x","x","11","10","2010","x","x","11.X.2010","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09784","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Peres, F.","x","x","12","11","2010","x","x","12.XI.2010","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09720","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Santos, T. M. R.","x","x","15","11","2010","x","x","15.XI.2010","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09703","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Santos, T. M. R.","x","x","21","10","2010","x","x","21.X.2010","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09677","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Carvalho, D. S.","x","x","23","11","2010","x","x","23.XI.2010","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09772","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","x","x","x","x","x","x","x","x","x","x","ordem","aceito","x","x","x","x","x","x","x","Carvalho, D. S.","x","x","23","11","2010","x","x","23.XI.2010","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
