"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00099","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","11","12","2020","09:30:00/11:30:00","2020-12-11","11.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",29,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00099","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00100","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","01","10","2020","09:30:00/11:30:00","2020-10-01","01.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",10,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00100","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00101","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","01","10","2020","09:30:00/11:30:00","2020-10-01","01.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",6,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00101","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00102","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","01","10","2020","09:30:00/11:30:00","2020-10-01","01.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",19,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00102","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00103","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","29","11","2020","09:30:00/11:30:00","2020-11-29","29.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",62,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00103","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00104","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","29","11","2020","09:30:00/11:30:00","2020-11-29","29.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",19,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00104","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00105","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","29","11","2020","09:30:00/11:30:00","2020-11-29","29.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",15,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00105","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00106","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","22","09","2020","09:30:00/11:30:00","2020-09-22","22.IX.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Mauá da Serra","x","Cenoura","23°53'49.74""S","51°17'31.39""W","-23.897150","-51.292053","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00106","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00107","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","22","09","2020","09:30:00/11:30:00","2020-09-22","22.IX.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Ivaí","Paraná","Mauá da Serra","x","Cenoura","23°53'49.74""S","51°17'31.39""W","-23.897150","-51.292053","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00107","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00108","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","03","12","2020","09:30:00/11:30:00","2020-12-03","03.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Ivaí","Paraná","Mauá da Serra","x","Cenoura","23°53'49.74""S","51°17'31.39""W","-23.897150","-51.292053","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",30,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00108","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00109","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","03","12","2020","09:30:00/11:30:00","2020-12-03","03.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Mauá da Serra","x","Cenoura","23°53'49.74""S","51°17'31.39""W","-23.897150","-51.292053","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",10,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00109","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00110","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","03","12","2020","09:30:00/11:30:00","2020-12-03","03.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Ivaí","Paraná","Mauá da Serra","x","Cenoura","23°53'49.74""S","51°17'31.39""W","-23.897150","-51.292053","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",23,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00110","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00111","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","09","10","2020","09:30:00/11:30:00","2020-10-09","09.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",42,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00111","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00112","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","09","10","2020","09:30:00/11:30:00","2020-10-09","09.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",61,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00112","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00113","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",5,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00113","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00114","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",44,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00114","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00115","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","26","09","2020","09:30:00/11:30:00","2020-09-26","26.IX.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Rio Bom","23°47'18.10""S","51°18'07.54""W","-23.788361","-51.302094","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00115","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00116","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","21","11","2020","09:30:00/11:30:00","2020-11-21","21.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Rio Bom","23°47'18.10""S","51°18'07.54""W","-23.788361","-51.302094","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00116","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00117","LOTE28","MOLA","nenhum","nenhum","nenhum","Cyrenidae Gray, 1840","Cyrenidae","Gray, 1840","Animalia","Mollusca","Bivalvia","Verenida","Cyrenidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","21","11","2020","09:30:00/11:30:00","2020-11-21","21.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Rio Bom","23°47'18.10""S","51°18'07.54""W","-23.788361","-51.302094","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00117","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00118","LOTE29","MOLB","nenhum","nenhum","nenhum","Hydrobiidae Troschel, 1857","Hydrobiidae","Troschel, 1857","Animalia","Mollusca","Gastropoda","Littorinimorpha","Hydrobiidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","06","12","2020","09:30:00/11:30:00","2020-12-06","06.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00118","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00119","LOTE29","MOLB","nenhum","nenhum","nenhum","Hydrobiidae Troschel, 1857","Hydrobiidae","Troschel, 1857","Animalia","Mollusca","Gastropoda","Littorinimorpha","Hydrobiidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","06","12","2020","09:30:00/11:30:00","2020-12-06","06.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",2,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00119","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00120","LOTE29","MOLB","nenhum","nenhum","nenhum","Hydrobiidae Troschel, 1857","Hydrobiidae","Troschel, 1857","Animalia","Mollusca","Gastropoda","Littorinimorpha","Hydrobiidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",2,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00120","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00121","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","13","10","2020","09:30:00/11:30:00","2020-10-13","13.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00121","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00122","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","13","10","2020","09:30:00/11:30:00","2020-10-13","13.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",2,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00122","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00123","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","06","12","2020","09:30:00/11:30:00","2020-12-06","06.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00123","x"
