"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00027","x","x","MOL040","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1994-05-15","voucher","MARTINS, G. R.","x","x","15","05","1994","x","x","15.V.1994","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Três Lagoas","x","x","21°09'57""S","51°52'53""W","-21.165833","-51.881389","nulo","WGS84","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",5,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00027","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00028","x","x","MOL043","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-09-14","voucher","FROEHLICH, O.","x","x","14","09","1989","x","x","14.IX.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","x","Lagoa Comprida","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00028","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00029","x","x","MOL044","nenhum","nenhum","Pomacea scalaris (d'Orbigny, 1835)","Pomacea scalaris","(d'Orbigny, 1835)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","scalaris","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-09-14","voucher","FROEHLICH, O.","x","x","14","09","1989","x","x","14.IX.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","x","Lagoa Comprida","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00029","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00030","x","x","MOL045","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-09-26","voucher","FROEHLICH, O.","x","x","26","09","1989","x","x","26.IX.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Fazenda Santa Maria","Pantanal do Rio Negro","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",2,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00030","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00031","x","x","MOL046","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-09-26","voucher","FROEHLICH, O.","x","x","26","09","1989","x","x","26.IX.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Fazenda Santa Maria","Pantanal do Rio Negro","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00031","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00032","x","x","MOL047","nenhum","nenhum","Castalia sp. ","Castalia","x","Animalia","Mollusca","Bivalvia","Unionoida","Hyriidae","Castalia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","MARINI, A. C.","1989-09-26","voucher","FROEHLICH, O.","x","x","26","09","1989","x","x","26.IX.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Fazenda Santa Maria","Pantanal do Rio Negro","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",6,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00032","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00033","x","x","MOL048","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-02-01","voucher","MARINI, A. C.","x","x","01","02","1990","x","x","01.II.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","19°35'00""S","57°01'00""W","-19.583333","-57.016667","nulo","WGS84","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00033","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00034","x","x","MOL049","nenhum","nenhum","Pomacea scalaris (d'Orbigny, 1835)","Pomacea scalaris","(d'Orbigny, 1835)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","scalaris","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-02-01","voucher","MARINI, A. C.","x","x","01","02","1990","x","x","01.II.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","19°35'00""S","57°01'00""W","-19.583333","-57.016667","nulo","WGS84","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00034","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00035","x","x","MOL050","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-05-01","voucher","SILVA-JÚNIOR, M.","x","x","01","05","1989","x","x","01.V.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00035","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00036","x","x","MOL051","nenhum","nenhum","Pomacea scalaris (d'Orbigny, 1835)","Pomacea scalaris","(d'Orbigny, 1835)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","scalaris","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-25","voucher","MARINI, A. C.","x","x","25","05","1990","x","x","25.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","19°35'00""S","57°01'00""W","-19.583333","-57.016667","nulo","WGS84","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",7,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00036","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00037","x","x","MOL052","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1983-03-31","voucher","SILVEIRA, J. I. R.","x","x","31","03","1983","x","x","31.III.1983","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Terenos","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",10,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00037","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00038","x","x","MOL053","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-04-02","voucher","SOUZA, P. R.","x","x","02","04","1989","x","x","02.IV.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",3,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00038","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00039","x","x","MOL054","nenhum","nenhum","Pomacea scalaris (d'Orbigny, 1835)","Pomacea scalaris","(d'Orbigny, 1835)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","scalaris","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-11-04","voucher","MARINI, A. C.","x","x","04","11","1990","x","x","04.XI.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Nhecolândia","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",4,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00039","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00040","x","x","MOL055","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-17","voucher","MARINI, A. C.","x","x","17","07","1990","x","x","17.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",12,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00040","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00041","x","x","MOL056","nenhum","nenhum","Pomacea scalaris (d'Orbigny, 1835)","Pomacea scalaris","(d'Orbigny, 1835)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","scalaris","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-17","voucher","MARINI, A. C.","x","x","17","07","1990","x","x","17.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Nhecolândia","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",15,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00041","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00042","x","x","MOL057","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-22","voucher","MARINI, A. C.","x","x","22","05","1990","x","x","22.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","19°35'00""S","57°01'00""W","-19.583333","-57.016667","nulo","WGS84","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",7,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00042","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00043","x","x","MOL058","nenhum","nenhum","Marisa cornuarietis (Linnaeus, 1758)","Marisa cornuarietis","(Linnaeus, 1758)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Marisa","x","cornuarietis","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1985","voucher","UETANABARO, M.","x","x","x","x","1985","x","x","1985","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",4,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00043","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00044","x","x","MOL059","nenhum","nenhum","Marisa cornuarietis (Linnaeus, 1758)","Marisa cornuarietis","(Linnaeus, 1758)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Marisa","x","cornuarietis","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-08","voucher","MARINI, A. C.","x","x","x","08","1989","x","x","VIII.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","19°35'00""S","57°01'00""W","-19.583333","-57.016667","nulo","WGS84","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",29,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00044","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00045","x","x","MOL060","nenhum","nenhum","Marisa cornuarietis (Linnaeus, 1758)","Marisa cornuarietis","(Linnaeus, 1758)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Marisa","x","cornuarietis","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-10","voucher","MARINI, A. C.","x","x","10","07","1990","x","x","10.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","19°35'00""S","57°01'00""W","-19.583333","-57.016667","nulo","WGS84","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",14,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00045","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00046","x","x","MOL062","nenhum","nenhum","Marisa cornuarietis (Linnaeus, 1758)","Marisa cornuarietis","(Linnaeus, 1758)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Marisa","x","cornuarietis","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-17","voucher","MARINI, A. C.","x","x","17","07","1990","x","x","17.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco); corpo mole (ETOH 70%)",129,"x","x","x","indeterminado","selvagem","indeterminado","corpo mole em álcool 70°GL: 30","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00046","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00047","x","x","MOL063","nenhum","nenhum","Megalobulimus oblongus (Müller, 1774)","Megalobulimus oblongus","(Müller, 1774)","Animalia","Mollusca","Gastropoda","Stylommatophora","Megalobulimidae","Megalobulimus","x","oblongus","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-17","voucher","CARRASCO, D.","x","x","17","07","1990","x","x","17.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","19°35'00""S","57°01'00""W","-19.583333","-57.016667","nulo","WGS84","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",11,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00047","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00048","x","x","MOL064","nenhum","nenhum","Pomacea scalaris (d'Orbigny, 1835)","Pomacea scalaris","(d'Orbigny, 1835)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","scalaris","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-08-28","voucher","FROEHLICH, O.","x","x","28","08","1989","x","x","28.VIII.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",7,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00048","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00049","x","x","MOL065","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-08-28","voucher","FROEHLICH, O.","x","x","28","08","1989","x","x","28.VIII.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00049","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00050","x","x","MOL074","nenhum","nenhum","Pomacea haustrum (Reeve, 1856)","Pomacea haustrum","(Reeve, 1856)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","haustrum","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-11-04","voucher","MARINI, A. C.","x","x","04","11","1990","x","x","04.XI.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Nhecolândia","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",3,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00050","x"
