"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção - Armário","Localização no Armário - Frasco","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00083","organizar","NEMW","nenhum","nenhum","nenhum","Serpentirhabdias sp. Tkach, Kuzmin & Snyder, 2014","Serpentirhabdias","Tkach, Kuzmin & Snyder, 2014","Animalia","Nematoda","Secernentea","Rhabditida","Rhabdiasidae","Rhabdiasinae","Serpentirhabdias","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","094","x","27","01","2018","13:00:00/17:00:00","2018-01-27","27.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00083","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00084","organizar","NEMW","nenhum","nenhum","nenhum","Serpentirhabdias viperidicus Morais, Aguiar, Mueller, Narciso, Silva & Silva, 2016","Serpentirhabdias viperidicus","Morais, 2016","Animalia","Nematoda","Secernentea","Rhabditida","Rhabdiasidae","Rhabdiasinae","Serpentirhabdias","x","viperidicus","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","100","x","28","01","2018","13:00:00/17:00:00","2018-01-28","28.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00084","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00085","organizar","individual","nenhum","nenhum","nenhum","Oxyascaris caudacutus Freitas, 1958 ","Oxyascaris caudacutus","Freitas, 1958 ","Animalia","Nematoda","Secernentea","Rhabditida","Kathlaniidae","Cosmocercinae","Oxyascaris","x","caudacutus","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","108","x","28","01","2018","13:00:00/17:00:00","2018-01-28","28.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",2,"1 fêmea; 1 macho","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00085","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00086","organizar","NEMW","nenhum","nenhum","nenhum","Rhabdias sp. Stiles & Hassall, 1905","Rhabdias","Stiles & Hassall, 1905","Animalia","Nematoda","Secernentea","Rhabditida","Rhabdiasidae","Rhabditinae","Rhabdias","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","133","x","29","01","2018","13:00:00/17:00:00","2018-01-29","29.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00086","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00087","organizar","NEMAF","nenhum","nenhum","nenhum","Ascarididae Baird, 1853","Ascarididae","Baird, 1853","Animalia","Nematoda","Secernentea","Ascaridida","Ascarididae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","138","x","29","01","2018","13:00:00/17:00:00","2018-01-29","29.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00087","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00088","organizar","NEMY","nenhum","nenhum","nenhum","Cosmocercella cf. phyllomedusae Baker & Vaucher, 1983","Cosmocercella phyllomedusae ","Bacher and Vaucher, 1986","Animalia","Nematoda","Secernentea","Ascaridida","Cosmocercidae","Cosmocercinae","Cosmocercella","x","phyllomedusae","x","espécie","aceito","x","x","ICZN","cf.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","148","x","30","01","2018","13:00:00/17:00:00","2018-01-30","30.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",2,"1 fêmea; 1 macho","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00088","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00089","organizar","NEMY","nenhum","nenhum","nenhum","Cosmocerca parva Travassos, 1925","Cosmocerca parva","Travassos, 1925","Animalia","Nematoda","Secernentea","Ascaridida","Cosmocercidae","Cosmocercinae","Cosmocerca","x","parva","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","153","x","30","01","2018","13:00:00/17:00:00","2018-01-30","30.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",2,"1 fêmea; 1 macho","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00089","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00090","organizar","NEMAG","nenhum","nenhum","nenhum","Strongyloides sp. Grassi, 1879","Strongyloides","Grassi, 1879","Animalia","Nematoda","Secernentea","Rhabditida","Strongyloididae","Strongyloidinae","Strongyloides","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","154b","x","26","09","2018","13:00:00/17:00:00","2018-09-26","26.IX.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00090","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00091","organizar","individual","nenhum","nenhum","nenhum","Spiroxys sp. Schneider, 1866","Spiroxys","Schneider, 1866","Animalia","Nematoda","Secernentea","Spirurida","Gnathostomatidae","Spiroxyinae","Spiroxys","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","161","x","30","01","2018","13:00:00/17:00:00","2018-01-30","30.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"x","não informado","jovem","indeterminado","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00091","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00092","organizar","NEMAH","nenhum","nenhum","nenhum","Pharyngodonidae Travassos, 1919","Pharyngodonidae","Travassos, 1919","Animalia","Nematoda","Secernentea","Oxyurida","Pharyngodonidae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","162","x","30","01","2018","13:00:00/17:00:00","2018-01-30","30.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00092","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00093","organizar","NEMY","nenhum","nenhum","nenhum","Cosmocercidae Railliet, 1916","Cosmocercidae","Railliet, 1916","Animalia","Nematoda","Secernentea","Ascaridida","Cosmocercidae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","172","x","31","01","2018","13:00:00/17:00:00","2018-01-31","31.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00093","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00094","organizar","NEMY","nenhum","nenhum","nenhum","Aplectana lopesi Silva, 1954","Aplectana lopesi","Silva, 1954","Animalia","Nematoda","Secernentea","Ascaridida","Cosmocercidae","Cosmocercinae","Aplectana","x","lopesi","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","180","x","01","02","2018","13:00:00/17:00:00","2018-02-01","01.II.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",2,"1 fêmea; 1 macho","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00094","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00095","organizar","NEMW","nenhum","nenhum","nenhum","Rhabdias cf. fuelleborni Travassos,1926","Rhabdias fuelleborni","Travassos,1926","Animalia","Nematoda","Secernentea","Rhabditida","Rhabdiasidae","Rhabditinae","Rhabdias","x","fuelleborni","x","espécie","aceito","x","x","ICZN","cf.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","182","x","02","02","2018","13:00:00/17:00:00","2018-02-02","02.II.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00095","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00096","organizar","NEMAH","nenhum","nenhum","nenhum","Parapharyngodon sp. Chatterji, 1933","Parapharyngodon","Chatterji, 1933","Animalia","Nematoda","Secernentea","Oxyurida","Pharyngodonidae","Pharyngodoninae","Parapharyngodon","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","194B","x","26","09","2018","13:00:00/17:00:00","2018-09-26","26.IX.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00096","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00097","organizar","NEMAF","nenhum","nenhum","nenhum","Brevimulticaecum sp. Mozgovoi, 1951","Brevimulticaecum","Mozgovoi, 1951","Animalia","Nematoda","Secernentea","Ascaridida","Ascarididae","Heterocheilinae","Brevimulticaecum","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","198","x","26","09","2018","13:00:00/17:00:00","2018-09-26","26.IX.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"x","não informado","jovem","indeterminado","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00097","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00098","organizar","NEMAG","nenhum","nenhum","nenhum","Strongyloides cruzi Rodrigues, 1968","Strongyloides cruzi","Rodrigues, 1968","Animalia","Nematoda","Secernentea","Rhabditida","Strongyloididae","Strongyloidinae","Strongyloides","x","cruzi","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","201","x","28","09","2018","13:00:00/17:00:00","2018-09-28","28.IX.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00098","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00099","organizar","individual","nenhum","nenhum","nenhum","Oswaldofilaria brevicaudata (Rhodain & Vuylsteke, 1937)","Oswaldofilaria brevicaudata","Rhodain e Vuylsteke, 1937","Animalia","Nematoda","Secernentea","Rhabditida","Onchocercidae","Oswaldofilariinae","Oswaldofilaria","x","brevicaudata","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","205","x","26","01","2019","13:00:00/17:00:00","2019-01-26","26.I.2019","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","indeterminado","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00099","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00100","organizar","NEMW","nenhum","nenhum","nenhum","Rhabdiasidae Railliet, 1916","Rhabdiasidae","Railliet, 1916","Animalia","Nematoda","Secernentea","Rhabditida","Rhabdiasidae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","212","x","29","01","2019","13:00:00/17:00:00","2019-01-29","29.I.2019","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00100","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00101","organizar","NEMAH","nenhum","nenhum","nenhum","Skrjabinodon sp. Inglis, 1968","Skrjabinodon","Inglis, 1968","Animalia","Nematoda","Secernentea","Oxyurida","Pharyngodonidae","Pharyngodoninae","Skrjabinodon","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","250","x","23","09","2019","13:00:00/17:00:00","2019-09-23","23.IX.2019","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00101","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00102","organizar","NEMAH","nenhum","nenhum","nenhum","Parapharyngodon alvarengai Freitas, 1957","Parapharyngodon alvarengai","Freitas, 1957","Animalia","Nematoda","Secernentea","Oxyurida","Pharyngodonidae","Pharyngodoninae","Parapharyngodon","x","alvarengai","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","257","x","25","01","2020","13:00:00/17:00:00","2020-01-25","25.I.2020","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",2,"1 fêmea; 1 macho","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00102","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00103","organizar","NEMW","nenhum","nenhum","nenhum","Serpentirhabdias cf. vellardi Pereira, 1928","Serpentirhabdias vellardi","Pereira, 1928","Animalia","Nematoda","Secernentea","Rhabditida","Rhabdiasidae","Rhabdiasinae","Serpentirhabdias","x","vellardi","x","espécie","aceito","x","x","ICZN","cf.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","258","x","27","01","2020","13:00:00/17:00:00","2020-01-27","27.I.2020","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00103","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00104","organizar","NEMY","nenhum","nenhum","nenhum","Cosmocerca brasiliensis Travassos, 1925","Cosmocerca brasiliensis","Travassos, 1925","Animalia","Nematoda","Secernentea","Ascaridida","Cosmocercidae","Cosmocercinae","Cosmocerca","x","brasiliense","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","272","x","05","02","2020","13:00:00/17:00:00","2020-02-05","05.II.2020","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","indeterminado","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00104","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00105","organizar","individual","nenhum","nenhum","nenhum","Physocephalus sp. Diesing, 1861","Physocephalus","Diesing, 1861","Animalia","Nematoda","Secernentea","Spirurida","Spirocercidae","Ascaropsinae","Physocephalus","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","279","x","05","02","2020","13:00:00/17:00:00","2020-02-05","05.II.2020","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"x","não informado","jovem","indeterminado","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-NEM00105","x"
