"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00037","organizar","organizar","MAM00037","nenhum","nenhum","Chrysocyon brachyurus (Illiger, 1815)","Chrysocyon brachyurus","(Illiger, 1815)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Chrysocyon","x","brachyurus","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","PEREIRA, E. D. L.","x","x","26","11","2013","x","2013-11-26","26.XI.2013","atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Nova Andradina","x","MS-134","22°12'05""S","53°19'40""W","-22.201389","-53.327778","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00037","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00038","organizar","organizar","MAM00038","nenhum","nenhum","Oecomys bicolor (Tomes, 1860)","Oecomys bicolor","(Tomes, 1860)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oecomys","x","bicolor","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","GOMES DE SÁ, E. F. G.","x","x","04","11","2013","x","2013-11-04","04.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bandeirantes","x","x","19°55'04""S","54°21'50""W","-19.917778","-54.363889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","juvenil","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00038","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00039","organizar","organizar","MAM00039","nenhum","nenhum","Oecomys bicolor (Tomes, 1860)","Oecomys bicolor","(Tomes, 1860)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oecomys","x","bicolor","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","GOMES DE SÁ, E. F. G.","x","x","06","11","2013","x","2013-11-06","06.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bandeirantes","x","x","19°55'04""S","54°21'50""W","-19.917778","-54.363889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00039","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00040","organizar","organizar","MAM00040","nenhum","nenhum","Cavia aperea Erxleben, 1777","Cavia aperea","Erxleben, 1777","Animalia","Chordata","Mammalia","Rodentia","Caviidae","Caviinae","Cavia","x","aperea","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","SEVERO-NETO, F.","x","x","14","02","2014","x","2014-02-14","14.II.2014","atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Proximidades Córrego Bandeira","20°30'18""S","54°37'49""W","-20.505000","-54.630278","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","pele (taxidermia); tecido (ETOH)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00040","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00041","organizar","organizar","MAM00041","nenhum","nenhum","Hylaeamys megacephalus (Fischer, 1814)","Hylaeamys megacephalus","(Fischer, 1814)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Hylaeamys","x","megacephalus","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","MACCARINI, T. B.","x","x","x","x","2011","x","2011","2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Costa Rica","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00041","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00042","organizar","organizar","MAM00042","nenhum","nenhum","Hylaeamys megacephalus (Fischer, 1814)","Hylaeamys megacephalus","(Fischer, 1814)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Hylaeamys","x","megacephalus","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","MACCARINI, T. B.","x","x","x","x","2011","x","2011","2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Costa Rica","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","juvenil","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00042","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00043","organizar","organizar","MAM00043","nenhum","nenhum","Chrysocyon brachyurus (Illiger, 1815)","Chrysocyon brachyurus","(Illiger, 1815)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Chrysocyon","x","brachyurus","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","BORDIGNON, M. O.","x","x","19","12","2013","x","2013-12-19","19.XII.2013","atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","BR-267","21°36'02.2""S","53°51'00.2""W","-21.60062","-53.850068","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00043","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00044","organizar","organizar","MAM00044","nenhum","nenhum","Oecomys bicolor (Tomes, 1860)","Oecomys bicolor","(Tomes, 1860)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oecomys","x","bicolor","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","GOMES DE SÁ, E. F. G.","x","x","08","12","2013","x","2013-12-08","08.XII.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bandeirantes","x","x","19°55'04""S","54°21'50""W","-19.917778","-54.363889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","juvenil","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00044","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00045","organizar","organizar","MAM00045","nenhum","nenhum","Oecomys bicolor (Tomes, 1860)","Oecomys bicolor","(Tomes, 1860)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oecomys","x","bicolor","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","GOMES DE SÁ, E. F. G.","x","x","09","12","2013","x","2013-12-09","09.XII.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bandeirantes","x","x","19°55'04""S","54°21'50""W","-19.917778","-54.363889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00045","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00046","organizar","organizar","MAM00046","nenhum","nenhum","Oecomys bicolor (Tomes, 1860)","Oecomys bicolor","(Tomes, 1860)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oecomys","x","bicolor","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","GOMES DE SÁ, E. F. G.","x","x","09","12","2013","x","2013-12-09","09.XII.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bandeirantes","x","x","19°55'04""S","54°21'50""W","-19.917778","-54.363889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00046","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00047","organizar","organizar","MAM00047","nenhum","nenhum","Gracilinanus agilis (Burmeister, 1854)","Gracilinanus agilis","(Burmeister, 1854)","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Gracilinanus","x","agilis","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","SHIBUYA, P. S.",18,"x","12","02","2014","x","2014-02-12","12.II.2014","armadilha Tomahawk","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Fazenda Sossego","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","peso: 15kg; comprimento: 78,6+109,5cm","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00047","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00048","organizar","organizar","MAM00048","nenhum","nenhum","Gracilinanus agilis (Burmeister, 1854)","Gracilinanus agilis","(Burmeister, 1854)","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Gracilinanus","x","agilis","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","SHIBUYA, P. S.",250,"x","12","02","2014","x","2014-02-12","12.II.2014","armadilha Tomahawk","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Fazenda Sossego","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","peso: 20kg; comprimento: 82,69+121,21cm","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00048","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00049","organizar","organizar","MAM00049","nenhum","nenhum","Gracilinanus agilis (Burmeister, 1854)","Gracilinanus agilis","(Burmeister, 1854)","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Gracilinanus","x","agilis","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","SHIBUYA, P. S.",45,"x","12","02","2014","x","2014-02-12","12.II.2014","armadilha Tomahawk","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Fazenda Sossego","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"fêmea","peso: 35kg; comprimento: 111,78+128,63cm","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00049","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00050","organizar","organizar","MAM00050","nenhum","nenhum","Gracilinanus agilis (Burmeister, 1854)","Gracilinanus agilis","(Burmeister, 1854)","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Gracilinanus","x","agilis","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","SHIBUYA, P. S.",281,"x","14","02","2014","x","2014-02-14","14.II.2014","armadilha Tomahawk","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Fazenda Sossego","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"fêmea","peso: 15kg; comprimento: 67,69+88cm","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00050","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00051","organizar","organizar","MAM00051","nenhum","nenhum","Gracilinanus agilis (Burmeister, 1854)","Gracilinanus agilis","(Burmeister, 1854)","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Gracilinanus","x","agilis","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","SHIBUYA, P. S.",228,"x","17","02","2014","x","2014-02-17","17.II.2014","armadilha Tomahawk","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Fazenda Sossego","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"indeterminado","peso: 15kg; comprimento: 65,97+91,86cm","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00051","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00052","organizar","organizar","MAM00052","ZUFMS-TEC00293; ZUFMS-TEC00294","Amostra de Tecido Muscular","Oxymycterus delator Thomas, 1903","Oxymycterus delator","Thomas, 1903","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oxymycterus","x","delator","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","MACCARINI, T. B.","x","x","x","10","2011","x","2011-10","X.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Costa Rica","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00052","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00053","organizar","organizar","MAM00053","ZUFMS-TEC00295","Amostra de Tecido Muscular","Calomys Waterhouse, 1837","Calomys","Waterhouse, 1837","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Calomys","x","x","x","gênero","aceito","x","indeterminado","ICZN","x","x","x","voucher","GOMES DE SÁ, E. F. G.","x","x","x","x","2013","x","2013","2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bandeirantes","x","x","19°55'04""S","54°21'50""W","-19.917778","-54.363889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00053","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00054","organizar","organizar","MAM00054","nenhum","nenhum","Gracilinanus agilis (Burmeister, 1854)","Gracilinanus agilis","(Burmeister, 1854)","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Gracilinanus","x","agilis","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","SANTOS, C. C.","x","x","17","08","2013","x","2013-08-17","17.VIII.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Dourados","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00054","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00055","organizar","organizar","MAM00056","nenhum","nenhum","Cerradomys scotti (Langguth & Bonvicino, 2002)","Cerradomys scotti","(Langguth & Bonvicino, 2002)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Cerradomys","x","scotti","x","espécie","aceito","x","indeterminado","ICZN","x","x","x","voucher","SHIBUYA, P. S.","x","x","21","03","2014","x","2014-03-21","21.III.2014","armadilha Tomahawk","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Fazenda Sossego","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","peso: 65kg","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00055","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00056","organizar","organizar","MAM00057","nenhum","nenhum","Cabassous unicinctus (Linnaeus, 1758)","Cabassous unicinctus","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Cingulata","Dasypodidae","Tolypeutinae","Cabassous","x","unicinctus","x","espécie","aceito","x","indeterminado","ICZN","x","SEVERO-NETO, F.","2019-05-02","voucher","YULE, T. S.","x","x","11","08","2015","x","2015-08-11","11.VIII.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","APA Guariroba","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00056","Euphractus sexcinctus (Linnaeus, 1758)"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00057","organizar","organizar","x","nenhum","nenhum","Oligoryzomys cf. chacoensis (Myers & Carleton, 1981)","Oligoryzomys cf. chacoensis ","(Myers & Carleton, 1981)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oligoryzomys","x","chacoensis","x","espécie","aceito","x","indeterminado","ICZN","cf.","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","194/001","x","06","02","2016",09:12:00,"2016-02-06","06.II.2016","armadilha Tomahawk","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°09'10.2""S","56°29'48.7""W","-21.152824","-56.496849","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00057","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00058","organizar","organizar","x","nenhum","nenhum","Oxymycterus cf. delator Thomas, 1903","Oxymycterus delator","Thomas, 1903","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oxymycterus","x","delator","x","espécie","aceito","x","indeterminado","ICZN","cf.","x","x","voucher","SANTOS, C. C.","65/004.3","x","26","11","2016",07:14:00,"2016-11-26","26.XI.2016","armadilha Tomahawk","Cerrado; brejo","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°40'06.7""S","56°18'25.5""W","-21.668536","-56.307093","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00058","x"
"2017-10-16","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00059","organizar","organizar","x","ZUFMS-REP02628","presa de Bothrops mattogrossensis","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","x","rato-de-espinho","ICZN","x","OLIVEIRA-SANTOS, L. G. R.","2017-09-22","voucher","ALVES, B. R.","x","x","24","09","2017","x","2017-09-24","24.IX.2017","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","Bacia do Alto Paraguai","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'37.3""S","57°01'07.0""W","-19.577024","-57.018621","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","presa encontrada no conteúdo estomacal do indivíduo de B.matogrossensis","em coleção","x","x","x","Coletas do Laboratório Mapinguari; Karoline Ceron","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00059","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00060","organizar","organizar","x","nenhum","nenhum","Calomys Waterhouse, 1837","Calomys","Waterhouse, 1837","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Calomys","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","194/002","x","06","02","2016",11:23:00,"2016-02-06","06.II.2016","armadilha Tomahawk","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°11'00.4""S","56°29'32.5""W","-21.183449","-56.492362","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00060","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00061","organizar","organizar","x","nenhum","nenhum","Hylaeamys Weksler, Percequillo & Voss, 2006","Hylaeamys","Weksler, Percequillo & Voss, 2006","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Hylaeamys","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","194/007","x","15","03","2016","x","2016-03-15","15.III.2016","não informado","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Fazenda Morro Alto","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00061","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00062","organizar","organizar","x","nenhum","nenhum","Oecomys Thomas, 1906","Oecomys","Thomas, 1906","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oecomys","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","2016.01","x","29","08","2016","x","2016-08-29","29.VIII.2016","armadilha Tomahawk","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Mahil","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00062","x"
