"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00112","organizar","organizar","nenhum","nenhum","nenhum","Nasua nasua (Linnaeus, 1766)","Nasua nasua","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyoninae","Nasua","x","nasua","x","espécie","aceito","x","quati","ICZN","x","YOGUI, D.","2019-03-27","voucher","YOGUI, D.","x","x","27","03","2019","x","2019-03-27","27.III.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Miranda","x","BR262 - Campo Grande até a ponte do Rio Paraguai","20°10'53""S","56°31'18""W","-20.181252","-56.521573","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00112","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00113","organizar","organizar","nenhum","nenhum","nenhum","Lycalopex vetulus (Lund, 1842)","Lycalopex vetulus","(Lund, 1842)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Pseudalopex","x","vetulus","x","espécie","aceito","x","rapozinha-do-campo","ICZN","x","YOGUI, D.","2019-03-27","voucher","YOGUI, D.","x","x","27","03","2019","x","2019-03-27","27.III.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Nova Alvorada do Sul","x","MS338/BR267/BR163 - Santa Rita do Pardo até Campo Grande","21°36'24""S","53°47'00""W","-21.606761","-53.783453","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00113","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00114","organizar","organizar","nenhum","nenhum","nenhum","Cerdocyon thous (Linnaeus, 1766)","Cerdocyon thous","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Cerdocyon","x","thous","x","espécie","aceito","x","lobinho","ICZN","x","YOGUI, D.","2019-03-27","voucher","YOGUI, D.","x","x","27","03","2019","x","2019-03-27","27.III.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Miranda","x","BR262 - Campo Grande até a ponte do Rio Paraguai","19°55'54""S","56°51'08""W","-19.931628","-5.685235","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00114","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00115","organizar","organizar","nenhum","nenhum","nenhum","Myrmecophaga tridactyla Linnaeus, 1758","Myrmecophaga tridactyla","Linnaeus, 1758","Animalia","Chordata","Mammalia","Pilosa","Myrmecophagidae","Myrmecophaginae","Myrmecophaga","x","tridactyla","x","espécie","aceito","x","tamanduá-bandeira","ICZN","x","YOGUI, D.","2019-03-27","voucher","YOGUI, D.","x","x","27","03","2019","x","2019-03-27","27.III.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","BR-262","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00115","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00116","organizar","organizar","nenhum","nenhum","nenhum","Mazama americana (Erxleben, 1777)","Mazama americana","(Erxleben, 1777)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileinae","Mazama","x","americana","x","espécie","aceito","x","veado-mateiro","ICZN","x","BORDIGNON, M. O.","2019-05-02","voucher","YOGUI, D.","x","x","06","03","2019","X","2019-03-06","06.III.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Santa Rita do Pardo","x","MS338/BR267/BR163 - Santa Rita do Pardo até Campo Grande","21°23'34""S","52°45'25""W","-21.392795","-52.756873","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00116","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00117","organizar","organizar","nenhum","nenhum","nenhum","Leopardus pardalis (Linnaeus, 1758)","Leopardus pardalis","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felinae","Leopardus","x","pardalis","x","espécie","aceito","x","jaguatirica","ICZN","x","YOGUI, D.","2019-04-03","voucher","YOGUI, D.","x","x","03","04","2019","x","2019-03-04","04.III.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Ribas do Rio Pardo","x","MS040 - Campo Grande até Santa Rita do Pardo","21°07'31""S","53°35'08""W","-21.125229","-5.358544","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00117","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00118","organizar","organizar","nenhum","nenhum","nenhum","Mazama gouazoubira (G. Fischer [von Waldheim], 1814)","Mazama gouazoubira","(G. Fischer [von Waldheim], 1814)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileinae","Mazama","x","gouazoubira","x","espécie","aceito","x","veado-catingueiro","ICZN","x","BORDIGNON, M. O.","2019-05-02","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00118","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00119","organizar","organizar","nenhum","nenhum","nenhum","Mazama americana (Erxleben, 1777)","Mazama americana","(Erxleben, 1777)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileinae","Mazama","x","americana","x","espécie","aceito","x","veado-mateiro","ICZN","x","BORDIGNON, M. O.","2019-05-02","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00119","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00120","organizar","organizar","nenhum","nenhum","nenhum","Mazama gouazoubira (G. Fischer [von Waldheim], 1814)","Mazama gouazoubira","(G. Fischer [von Waldheim], 1814)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileinae","Mazama","x","gouazoubira","x","espécie","aceito","x","veado-catingueiro","ICZN","x","BORDIGNON, M. O.","2019-05-02","voucher","SUGAI, J. L. M. M.","x","x","x","x","1996","x","1996","1996","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Camapuã","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00120","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00121","organizar","organizar","nenhum","nenhum","nenhum","Blastocerus dichotomus (Illiger, 1815)","Blastocerus dichotomus","(Illiger, 1815)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolinae","Blastocerus","x","dichotomus","x","espécie","aceito","x","cervo-do-pantanal","ICZN","x","SEVERO-NETO, F.","2019-05-29","voucher","x","x","x","x","x","x","x","1991/2010","1991-2010","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00121","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00122","organizar","organizar","nenhum","nenhum","nenhum","Tamandua tetradactyla (Linnaeus, 1758)","Tamandua tetradactyla","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Pilosa","Myrmecophagidae","Choloepinae","Tamandua","x","tetradactyla","x","espécie","aceito","x","tamanduá-mirim","ICZN","x","YOGUI, D.","2019-04-05","voucher","YOGUI, D.","x","x","05","04","2019","x","2019-04-05","05.IV.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Taunay","BR262 - Campo Grande até a ponte do Rio Paraguai","20°24'07""S","56°04'49""W","-20.401813","-56.080318","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00122","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00123","organizar","organizar","nenhum","nenhum","nenhum","Chrysocyon brachyurus (Illiger, 1815)","Chrysocyon brachyurus","(Illiger, 1815)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Chrysocyon","x","brachyurus","x","espécie","aceito","x","lobo-guará","ICZN","x","YOGUI, D.","2019-04-03","voucher","YOGUI, D.","x","x","03","04","2019","x","2019-04-03","03.IV.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Santa Rita do Pardo","x","MS338/BR267/BR163 - Santa Rita do Pardo até Campo Grande","21°30'43""S","52°33'35""W","-21.512078","-5.255969","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00123","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00124","organizar","organizar","nenhum","nenhum","nenhum","Nasua nasua (Linnaeus, 1766)","Nasua nasua","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyoninae","Nasua","x","nasua","x","espécie","aceito","x","quati","ICZN","x","SEVERO-NETO, F.","2019-05-29","voucher","x","x","x","x","x","x","x","2008/2011","2008-2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","pele (taxidermia)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00124","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00125","organizar","organizar","nenhum","nenhum","nenhum","Leopardus pardalis (Linnaeus, 1758)","Leopardus pardalis","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felinae","Leopardus","x","pardalis","x","espécie","aceito","x","jaguatirica","ICZN","x","SEVERO-NETO, F.","2019-05-29","voucher","PAIVA, F.","x","x","x","x","x","x","2008/2011","2008-2011","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","pele (taxidermia)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00125","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00126","organizar","organizar","nenhum","nenhum","nenhum","Cerdocyon thous (Linnaeus, 1766)","Cerdocyon thous","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Cerdocyon","x","thous","x","espécie","aceito","x","lobinho","ICZN","x","SEVERO-NETO, F.","2019-05-29","voucher","x","x","x","x","x","x","x","2008/2011","2008-2011","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","pele (taxidermia)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00126","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00127","organizar","organizar","nenhum","ZUFMS-TEC00375","Amostra de Tecido Muscular","Rhipidomys macrurus (Gervais, 1855)","Rhipidomys macrurus","(Gervais, 1855)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Rhipidomys","x","macrurus","x","espécie","aceito","x","rato","ICZN","x","SANTOS, S. C.","x","voucher","SANTOS, C. C.","249.2","x","15","08","2016","x","2016-08-15","15.VIII.2016","armadilha Tomahawk","Floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","x","20°50'01""S","56°42'19""W","-20.833619","-56.705192","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia); tecido (ETOH)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00127","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00128","organizar","organizar","nenhum","ZUFMS-TEC00376","Amostra de Tecido Muscular","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","Thrichomys fosteri Thomas, 1903","indeterminado","ICZN","x","SANTOS, S. C.","x","voucher","SANTOS, C. C.","249.13/249.23","x","19","09","2016","x","2016-09-19","19.IX.2016","armadilha Tomahawk","Floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","x","20°52'21""S","56°42'03""W","-20.872419","-56.700695","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia); tecido (ETOH)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00128","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00129","organizar","organizar","nenhum","ZUFMS-TEC00377","Amostra de Tecido Muscular","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","Thrichomys fosteri Thomas, 1903","indeterminado","ICZN","x","SANTOS, S. C.","x","voucher","SANTOS, C. C.","249.24","x","19","09","2016","x","2016-09-19","19.IX.2016","armadilha Tomahawk","Floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","x","20°52'21""S","56°42'03""W","-20.872419","-56.700695","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia); tecido (ETOH)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00129","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00130","organizar","organizar","nenhum","ZUFMS-TEC00378","Amostra de Tecido Muscular","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","Thrichomys fosteri Thomas, 1903","indeterminado","ICZN","x","SANTOS, S. C.","x","voucher","SANTOS, C. C.","249.25","x","19","09","2016","x","2016-09-19","19.IX.2016","armadilha Tomahawk","Floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","x","20°52'21""S","56°42'03""W","-20.872419","-56.700695","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia); tecido (ETOH)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00130","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00131","organizar","organizar","nenhum","nenhum","nenhum","Ozotoceros bezoarticus (Linnaeus, 1758)","Ozotoceros bezoarticus","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolinae","Ozotoceros","x","bezoarticus","x","espécie","aceito","x","veado-campeiro","ICZN","x","SUGAI, J. L. M. M.","2016","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00131","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00132","organizar","organizar","nenhum","nenhum","nenhum","Tayassu pecari (Link, 1795)","Tayassu pecari","(Link, 1795)","Animalia","Chordata","Mammalia","Artiodactyla","Tayassuidae","Tayassuinae","Tayassu","x","pecari","x","espécie","aceito","x","queixada","ICZN","x","SEVERO-NETO, F.","2019-07-31","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00132","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00133","organizar","organizar","nenhum","nenhum","nenhum","Pecari tajacu (Linnaeus, 1758)","Pecari tajacu","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Artiodactyla","Tayassuidae","Tayassuinae","Pecari","x","tajacu","x","espécie","aceito","x","cateto","ICZN","x","BORDIGNON, M. O.","2019-04-05","voucher","BORDIGNON, M. O.","x","x","05","04","2019","x","2019-04-05","05.IV.2019","crânio encontrado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Nova Andradina","x","x","22°09'24""S","53°28'02""W","-22.156667","-53.467300","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00133","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00134","organizar","organizar","nenhum","nenhum","nenhum","Cuniculus paca (Linnaeus, 1766)","Cuniculus paca","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Rodentia","Cuniculidae","Cuniculinae","Cuniculus","x","paca","x","espécie","aceito","x","paca","ICZN","x","SEVERO-NETO, F.","2019-07-31","voucher","x","x","x","x","x","x","x","x","X.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","x","x","x","x","x","x","x","x","x","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00134","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00135","organizar","organizar","nenhum","nenhum","nenhum","Procyon cancrivorus (G.[Baron] Cuvier, 1798)","Procyon cancrivorus","(G.[Baron] Cuvier, 1798)","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyoninae","Procyon","x","cancrivorus","x","espécie","aceito","x","mão-pelada","ICZN","x","SEVERO-NETO, F.","2019-07-31","voucher","x","x","x","x","x","2007","x","2007","2007","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","Bacia do Alto Paraguai","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'37.3""S","57°01'07.0""W","-19.577024","-57.018621",10,"WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00135","x"
"2019-08-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00136","organizar","organizar","nenhum","nenhum","nenhum","Hydrochoerus hydrochaeris (Linnaeus, 1766)","Hydrochoerus hydrochaeris","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Rodentia","Caviidae","Hydrochoerinae","Hydrochoerus","x","hydrochaeris","x","espécie","aceito","x","capivara","ICZN","x","YOGUI, D.","2019-04-03","voucher","YOGUI, D.","x","x","03","04","2019","x","2019-03-04","03.IV.2019","vítima de atropelamento","pasto","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","MS040 - Campo Grande até Santa Rita do Pardo","20°41'43""S","54°27'57""W","-20.695258","-54.465708","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00136","x"
"2019-10-22","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00137","organizar","organizar","nenhum","nenhum","nenhum","Blastocerus dichotomus (Illiger, 1815)","Blastocerus dichotomus","(Illiger, 1815)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolinae","Blastocerus","x","dichotomus","x","espécie","aceito","x","cervo-do-pantanal","ICZN","x","LAPS, R. R.","2013-09-01","voucher","LAPS, R. R.","x","x","x","09","2013","x","2013-9","IX.2013","crânio encontrado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Capão próximo à torre de observação na fazenda São Bento","19°33'29""S","57°00'38""W","-19,558,056","-57,010,556","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00137","x"
