"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00095","ARMINV 002 ZUFMS ÚMIDA","x","CRU161","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-07","voucher","Marini, A. C.","x","x","01","02","1990","x","x","01.II.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",264,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00095","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00096","ARMINV 002 ZUFMS ÚMIDA","x","CRU162","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-07","voucher","Froehlich, O.","x","x","01","08","1989","x","x","01.VIII.1989","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"x","x","x","x","animal inteiro (ETOH 70%)",124,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00096","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00097","ARMINV 002 ZUFMS ÚMIDA","x","CRU163","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-07","voucher","Beda, A. F.","x","x","13","10","1983","x","x","13.X.1983","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Fazenda Nhumirim","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00097","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00098","ARMINV 002 ZUFMS ÚMIDA","x","CRU165","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-10","voucher","Albuquerque, L. G.","x","x","31","03","1984","x","x","31.III.1984","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Fazenda Nhumirim","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",215,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00098","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00099","ARMINV 002 ZUFMS ÚMIDA","x","CRU166","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-10","voucher","x","x","x","15","07","1990","x","x","15.VII.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",30,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00099","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00100","ARMINV 002 ZUFMS ÚMIDA","x","CRU167","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-10","voucher","Marini, A. C.","x","x","12","07","1990","x","x","12.VII.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",58,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00100","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00101","ARMINV 002 ZUFMS ÚMIDA","x","CRU169","nenhum","nenhum","Macrobrachium brasiliense (Heller, 1868)","Macrobrachium brasiliense","(Heller, 1868)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","brasiliense","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-10-01","voucher","Beda, A. F.","x","x","13","10","1983","x","x","13.X.1983","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Fazenda Nhumirim","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",2,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00101","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00102","ARMINV 002 ZUFMS ÚMIDA","x","CRU170","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-10","voucher","x","x","x","27","03","1984","x","x","27.III.1984","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Fazenda Nhumirim","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",25,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00102","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00103","ARMINV 002 ZUFMS ÚMIDA","x","CRU171","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-10","voucher","Uetanabaro, M.","x","x","07","12","1983","x","x","07.XII.1983","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Fazenda Nhumirim","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",9,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00103","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00104","ARMINV 002 ZUFMS ÚMIDA","x","CRU172","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-10","voucher","Jesus, V. M. F.","x","x","01","10","1990","x","x","01.X.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",44,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00104","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00105","ARMINV 002 ZUFMS ÚMIDA","x","CRU173","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-10","voucher","Jesus, V. M. F.","x","x","31","10","1992","x","x","31.X.1992","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Piraputanga","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",5,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00105","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00106","ARMINV 002 ZUFMS ÚMIDA","x","CRU174","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-07-10","voucher","x","x","x","01","04","1995","x","x","01.IV.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00106","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00107","ARMINV 002 ZUFMS ÚMIDA","x","CRU178","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00107","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00108","ARMINV 002 ZUFMS ÚMIDA","x","CRU179","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00108","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00109","ARMINV 002 ZUFMS ÚMIDA","x","CRU180","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00109","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00110","ARMINV 002 ZUFMS ÚMIDA","x","CRU181","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00110","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00111","ARMINV 002 ZUFMS ÚMIDA","x","CRU182","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00111","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00112","ARMINV 002 ZUFMS ÚMIDA","x","CRU183","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00112","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00113","ARMINV 002 ZUFMS ÚMIDA","x","CRU184","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00113","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00114","ARMINV 002 ZUFMS ÚMIDA","x","CRU185","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00114","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00115","ARMINV 002 ZUFMS ÚMIDA","x","CRU186","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00115","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00116","ARMINV 002 ZUFMS ÚMIDA","x","CRU187","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00116","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00117","ARMINV 002 ZUFMS ÚMIDA","x","CRU188","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00117","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00118","ARMINV 002 ZUFMS ÚMIDA","x","CRU189","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00118","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00119","ARMINV 002 ZUFMS ÚMIDA","x","CRU190","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-08-15","voucher","x","x","x","28","06","1995","x","x","28.VI.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00119","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00120","ARMINV 002 ZUFMS ÚMIDA","x","CRU191","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-10-25","voucher","Marini, A. C.","x","x","25","10","1995","x","x","25.X.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00120","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00121","ARMINV 002 ZUFMS ÚMIDA","x","CRU192","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1996-10-21","voucher","Louzan, J. C.","x","x","01","08","1996","x","x","01.VIII.1996","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",7,"5 fêmea; 2 macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00121","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00122","ARMINV 002 ZUFMS ÚMIDA","x","CRU064","nenhum","nenhum","Argulus pestifer Ringuelet, 1948","Argulus pestifer","Ringuelet, 1948","Animalia","Arthropoda","Crustacea","Maxillopoda","Arguloida","Argulidae","Argulus","x","pestifer","x","espécie","aceito","x","x","ICZN","x","Ribeiro, M. A.","1990-10-17","voucher","Ribeiro, M. A.","x","x","11","10","1990","x","x","11.X.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","x","x","x","x","x","x","x","x","x","Rio Paraguai","x","x","x","animal inteiro (ETOH 70%)",5,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00122","x"
