"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial","artificial","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","artificial","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2016-10-19","frasco antigo vazio","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CRU124","nenhum","nenhum","Dolops geayi (Bouvier, 1897)","Dolops geayi","(Bouvier, 1897)","Animalia","Arthropoda","Crustacea","Maxillopoda","Arguloida","Argulidae","Dolops","x","geayi","x","espécie","aceito","x","x","ICZN","x","Ribeiro, M. A.","1991-11-12","voucher","Ribeiro, M. A.","x","x","02","11","1991","x","x","02.XI.1991","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","x","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00001","ARMINV 002 ZUFMS ÚMIDA","x","CRU002","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-09-19","voucher","Anjos, C. P.","x","x","07","04","1984","x","x","07.IV.1984","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°55'12.99""S","57°47'31.70""W","-19.920275","-57.792139","x","WGS84","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00001","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00002","ARMINV 002 ZUFMS ÚMIDA","x","CRU003","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-09-28","voucher","Froehlich, O.","x","x","28","08","1989","x","x","28.VIII.1989","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00002","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00003","ARMINV 002 ZUFMS ÚMIDA","x","CRU004","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-09-28","voucher","Froehlich, O.","x","x","23","09","1989","x","x","23.IX.1989","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","x","Fazenda Olhos D'Água","19°38'00""S","55°21'00""W","-19.633333","-55.350000","x","WGS84","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00003","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00004","ARMINV 002 ZUFMS ÚMIDA","x","CRU005","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-08-28","voucher","Froehlich, O.","x","x","28","08","1989","x","x","28.VIII.1989","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00004","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00005","ARMINV 002 ZUFMS ÚMIDA","x","CRU006","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-08-28","voucher","Froehlich, O.","x","x","28","08","1989","x","x","28.VIII.1989","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00005","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00006","ARMINV 002 ZUFMS ÚMIDA","x","CRU007","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-01-28","voucher","Souza, L. O. I.","x","x","10","01","1988","x","x","10.I.1988","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","com filhotes","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00006","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00007","ARMINV 002 ZUFMS ÚMIDA","x","CRU008","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-08-28","voucher","Souza, L. O. I.","x","x","16","01","1988","x","x","16.I.1988","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00007","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00008","ARMINV 002 ZUFMS ÚMIDA","x","CRU010","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Marini, A. C.","x","x","25","05","1990","x","x","25.V.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","x","x","x","x","x","Baía Grande","x","x","x","animal inteiro (ETOH 70%)",2,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00008","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00009","ARMINV 002 ZUFMS ÚMIDA","x","CRU011","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-09-28","voucher","Souza, L. O. I.","x","x","17","01","1988","x","x","17.I.1988","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",36,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00009","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00010","ARMINV 002 ZUFMS ÚMIDA","x","CRU012","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-09-28","voucher","Souza, L. O. I.","x","x","28","01","1988","x","x","28.I.1988","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Porto da Manga","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",9,"indeterminado","x","juvenil","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00010","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00011","ARMINV 002 ZUFMS ÚMIDA","x","CRU013","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-09-28","voucher","Souza, L. O. I.","x","x","13","01","1988","x","x","13.I.1988","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",2,"indeterminado","x","juvenil","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00011","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00012","ARMINV 002 ZUFMS ÚMIDA","x","CRU014","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-09-28","voucher","Souza, L. O. I.","x","x","21","01","1988","x","x","21.I.1988","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",5,"indeterminado","x","juvenil","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00012","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00013","ARMINV 002 ZUFMS ÚMIDA","x","CRU015","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-02-09","voucher","Marini, A. C.","x","x","01","02","1990","x","x","01.II.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"x","x","x","x","animal inteiro (ETOH 70%)",2,"indeterminado","x","juvenil","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00013","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00014","ARMINV 002 ZUFMS ÚMIDA","x","CRU016","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-02-09","voucher","Marini, A. C.","x","x","01","02","1990","x","x","01.II.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"indeterminado","x","juvenil","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00014","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00015","ARMINV 002 ZUFMS ÚMIDA","x","CRU017","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Resende, M. V.","x","x","23","04","1984","x","x","23.IV.1984","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",2,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00015","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00016","ARMINV 002 ZUFMS ÚMIDA","x","CRU018","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Marini, A. C.","x","x","28","08","1989","x","x","28.VIII.1989","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",4,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00016","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00017","ARMINV 002 ZUFMS ÚMIDA","x","CRU019","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Lopes, H. C.","x","x","22","03","1984","x","x","22.III.1984","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Terenos","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00017","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00018","ARMINV 002 ZUFMS ÚMIDA","x","CRU020","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Souza, L. O. I.","x","x","15","08","1988","x","x","15.VIII.1988","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","próximo à foz do Rio Vermelho","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00018","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00019","ARMINV 002 ZUFMS ÚMIDA","x","CRU022","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Silva, E. R.","x","x","16","12","1984","x","x","16.XII.1984","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","x","Ponte do Grego","20°09'28.12""S","55°05'18.17""","-20.157811","-55.088381","x","WGS84","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",2,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00019","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00020","ARMINV 002 ZUFMS ÚMIDA","x","CRU023","nenhum","nenhum","Trichodactylus (Trichodactylus) borellianus Nobili, 1896","Trichodactylus (Trichodactylus) borellianus","x","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Trichodactylus","Trichodactylus","borellianus","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1989-08-01","voucher","Marini, A. C.","x","x","22","05","1989","x","x","22.V.1989","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","próximo à foz do Rio Vermelho","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00020","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00021","ARMINV 002 ZUFMS ÚMIDA","x","CRU024","nenhum","nenhum","Trichodactylus (Trichodactylus) borellianus Nobili, 1896","Trichodactylus (Trichodactylus) borellianus","Nobili, 1896","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Trichodactylus","Trichodactylus","borellianus","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-06-05","voucher","Marini, A. C.","x","x","22","05","1990","x","x","22.V.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","x","x","x","x","x","Baía Grande","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00021","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00022","ARMINV 002 ZUFMS ÚMIDA","x","CRU026","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Marini, A. C.","x","x","17","06","1990","x","x","17.VI.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",13,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00022","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00023","ARMINV 002 ZUFMS ÚMIDA","x","CRU027","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Marini, A. C.","x","x","18","07","1990","x","x","18.VII.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",2,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00023","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00024","ARMINV 002 ZUFMS ÚMIDA","x","CRU028","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Santos, A. V.","x","x","17","07","1990","x","x","17.VII.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00024","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00025","ARMINV 002 ZUFMS ÚMIDA","x","CRU029","nenhum","nenhum","Trichodactylus (Trichodactylus) borellianus Nobili, 1896","Trichodactylus (Trichodactylus) borellianus","Nobili, 1896","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Trichodactylus","Trichodactylus","borellianus","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Marini, A. C. & Santos, A. V.","x","x","17","07","1990","x","x","17.VII.1990","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",90,"37 fêmea; 53 macho","x","x","x","selvagem","x","x","empréstimo","GR31/2016","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00025","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00026","ARMINV 002 ZUFMS ÚMIDA","x","CRU030","nenhum","nenhum","Valdivia camerani (Nobili, 1896)","Valdivia camerani","(Nobili, 1896)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Valdivia","x","camerani","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-08-02","voucher","Marini, A. C. & Santos, A. V.","x","x","17","07","1990","x","x","17.VII.1990","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",4,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00026","x"
